OTU ID,ZLMCA,ZLMHP,ZLMPM,ZLMSS,ZLMVL,ZPFCA,ZPFMV,ZPFPM,ZPFRR,ZPFSS,ZPFVL,ZSLCA,ZSLHP,ZSLPB,ZSLPM,ZSLRA,ZSLSS,ZSLVL
OTU1385,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
OTU13852,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU13858,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0
OTU1386,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
OTU13862,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
OTU13863,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
OTU13868,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
OTU1387,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
OTU13870,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0
OTU13874,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
OTU1388,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
OTU13880,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
OTU1389,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
OTU1390,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
OTU1392,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU13920,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
OTU13929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU13933,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
OTU13935,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OTU1394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
OTU13942,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
OTU13946,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0
OTU1395,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
OTU1396,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
OTU13964,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
OTU13967,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU1397,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU13975,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
OTU13978,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
OTU1398,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
OTU13989,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU1399,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
OTU13990,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU13992,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0
OTU13996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
OTU1400,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
OTU14000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
OTU14002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14006,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
OTU14007,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
OTU1401,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
OTU14012,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
OTU14018,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0
OTU1402,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
OTU14029,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0
OTU1403,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
OTU14039,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0
OTU14048,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
OTU1405,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
OTU14050,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14052,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
OTU1406,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
OTU14065,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0
OTU1407,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0
OTU1408,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
OTU1410,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
OTU14106,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1411,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0
OTU14111,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
OTU14114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14117,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
OTU14118,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
OTU14121,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU14128,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0
OTU1413,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
OTU14133,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
OTU1414,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU14140,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OTU14142,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
OTU14145,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
OTU14147,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0
OTU1415,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
OTU14155,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OTU1417,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
OTU14175,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU14181,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
OTU14189,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU1419,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
OTU14192,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
OTU14197,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0
OTU14199,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
OTU1420,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
OTU14200,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
OTU14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU14202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU14207,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0
OTU14209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
OTU1421,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
OTU14213,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU14224,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
OTU14227,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
OTU1423,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
OTU14230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
OTU14234,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1
OTU14239,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
OTU1424,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
OTU14240,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0
OTU14244,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
OTU14245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14249,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU1425,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
OTU14251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU14252,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU14254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU1426,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
OTU14263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU14269,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1
OTU1427,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU14273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
OTU14275,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
OTU14276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
OTU14285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
OTU1429,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
OTU1430,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
OTU14301,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
OTU14303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
OTU14304,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU14307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU1431,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
OTU14311,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
OTU14315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
OTU1432,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
OTU14321,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0
OTU14322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1433,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
OTU14331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU14335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU1434,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0
OTU14344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OTU14345,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU14347,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0
OTU14348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU14349,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
OTU1435,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1
OTU14353,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
OTU14355,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0
OTU14356,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
OTU14359,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OTU1436,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU14362,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
OTU14366,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
OTU14367,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14368,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU1437,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
OTU14370,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
OTU14371,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
OTU14372,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
OTU14373,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
OTU14374,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0
OTU14375,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14376,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
OTU14378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
OTU1438,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU14380,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
OTU14381,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
OTU14382,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
OTU14383,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0
OTU14384,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1
OTU14385,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
OTU14386,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
OTU14387,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU14389,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
OTU1439,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
OTU14390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14391,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
OTU14394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU14395,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
OTU14396,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
OTU14397,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OTU14398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU14399,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
OTU1440,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
OTU14401,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU14402,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14406,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14408,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
OTU14409,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
OTU1441,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
OTU14411,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
OTU14412,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
OTU14414,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0
OTU14416,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14417,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
OTU14418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU14419,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU14420,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14423,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OTU14424,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU14427,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1
OTU14429,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1443,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
OTU14430,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
OTU14431,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
OTU14432,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OTU14434,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14435,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
OTU14438,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
OTU14440,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
OTU14441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14442,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
OTU14443,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
OTU14445,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU14446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU14447,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
OTU14449,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
OTU1445,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
OTU14451,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0
OTU14452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
OTU14454,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU14457,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OTU14458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1446,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
OTU14462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14467,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
OTU14469,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
OTU14470,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0
OTU14471,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OTU14472,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14474,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
OTU14477,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU14479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU1448,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14480,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
OTU14482,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14485,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14487,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
OTU14488,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
OTU14489,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU1449,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
OTU14490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14491,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
OTU14493,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14495,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
OTU14499,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0
OTU145,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU14501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU14502,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OTU14505,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU14509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
OTU1451,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU14511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14514,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
OTU14516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU14520,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
OTU14521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
OTU14523,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OTU14524,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
OTU14525,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14526,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
OTU14527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU14528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU14529,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
OTU1453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OTU14530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
OTU14532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14533,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
OTU14534,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU14537,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OTU14538,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
OTU14539,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
OTU14540,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14542,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
OTU14545,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU14546,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
OTU14547,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
OTU14549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU14550,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14551,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
OTU14552,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
OTU14553,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
OTU14554,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
OTU14555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14559,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU1456,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
OTU14560,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
OTU14562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14564,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
OTU14565,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
OTU14566,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
OTU14567,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
OTU1457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
OTU14571,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU14572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU14575,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
OTU14576,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
OTU14577,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1
OTU14578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
OTU14579,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
OTU14581,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU14583,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
OTU14585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU14586,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
OTU14587,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14588,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
OTU14589,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0
OTU14590,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
OTU14592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14593,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
OTU14595,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU14597,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU14599,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU146,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0
OTU1460,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
OTU14600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14601,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
OTU14602,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU14603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
OTU14604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU14605,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU14606,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
OTU14607,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
